city,otherName,country,latitude,longitude,year,population,certainty,source,overlapCandidateCount
Mandu,Mandavgad,India,22.36667,75.38333,1450,70000,2,chandler,1
Marrakech,Marrakesh,Morocco,31.63416,-7.99994,1450,50000,1,chandler,1
Milan,,Italy,45.465453,9.198786,1450,83000,1,chandler,1
Nanchang,,China,28.68333,115.88333,1450,50000,1,chandler,1
Nanjing,Nanking,China,32.05,118.766667,1450,150000,1,chandler,1
Naples,,Italy,40.851775,14.268122,1450,75000,1,chandler,1
Ningbo,"Yinhsien, Ningpo",China,29.866667,121.55,1450,50000,2,chandler,1
Nizhniy Novgorod,"Nishny Novgorod, Gorkiy",Russian Federation,56.3269,44.0075,1450,55000,1,chandler,1
Novgorod,,Russian Federation,58.525569,31.274192,1450,60000,1,chandler,1
Oyo,Katunga,Nigeria,7.85,3.93333,1450,55000,1,chandler,1
Paris,,France,48.856614,2.352222,1450,150000,1,chandler,1
Pegu,Bago,Myanmar,17.333333,96.483333,1450,60000,1,chandler,1
Prague,,Austria,50.08804,14.42076,1450,70000,1,chandler,1
Quilon,,India,8.88,76.6,1450,60000,3,chandler,1
Riga,,Russian Federation,56.946,24.10589,1450,7000,1,chandler,1
Riobamba,,Ecuador,-1.67083,-78.64861,1450,60000,1,chandler,1
Rouen,,France,49.44313,1.09932,1450,50000,1,chandler,1
Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,1450,75000,1,chandler,1
Seoul,Hanyang,Republic of Korea,37.56826,126.97783,1450,125000,1,chandler,1
Shiraz,,Iran,29.61031,52.53114,1450,80000,1,chandler,1
Skopje,"Uskub, Skoplje",Serbia,41.99646,21.43141,1450,30000,1,chandler,1
Suzhou,Soochow,China,31.3,120.6,1450,121000,1,chandler,1
Szczecin,Stettin,Poland,53.416667,14.583333,1450,10000,2,chandler,1
Tabriz,,Iran,38.08,46.2919,1450,250000,1,chandler,1
Taiyuan,,China,37.87059,112.548879,1450,50000,1,chandler,1
Targoviste,"Tirgovishtea, T�rgoviste ",Romania,44.924167,25.456667,1450,40000,1,chandler,1
Texcoco,Tezcoco,Mexico,19.504422,-98.891425,1450,75000,2,chandler,1
Tlemcen,Tlemsen,Algeria,34.87833,-1.315,1450,50000,1,chandler,1
Trakai,Troki,Lithuania,54.633333,24.933333,1450,50000,2,chandler,1
Tsinkiang,"Zayton, Chinchiang, Chuanchow",China,24.913889,118.58583,1450,65000,3,chandler,1
Tunis,,Tunisia,36.818811,10.165961,1450,65000,1,chandler,1
Venice,,Italy,45.440847,12.315514,1450,100000,1,chandler,1
Vijayanagar,,India,15.335,76.462,1450,455000,3,chandler,1
Wuhan,Wuchang,China,30.58333,114.26667,1450,65000,1,chandler,1
Xian,"Sian, Changan, Xi'an",China,34.341485,108.940404,1450,120000,1,chandler,1
Xuzhou,"Suchow, Suifu, Hsuchow",China,34.26,117.21,1450,50000,1,chandler,1
Yangzhou,Yangchow,China,32.4,,1450,60000,2,chandler,1
Zimbabwe,Great Zimbabwe,Zimbabwe,-20.266667,30.933333,1450,40000,2,chandler,1
Bursa,Brusa,Turkey,40.19266,29.08403,1451,133000,1,chandler,1
Hamburg,,Germany,53.57532,10.01534,1451,20000,1,chandler,1
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892,17.107136,1452,8000,2,chandler,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1453,45000,1,chandler,1
Konigsberg,"Kaliningrad, K�nigsberg ",Germany,54.716667,20.516667,1455,8000,2,chandler,1
Salerno,,Italy,40.67797,14.76599,1455,3500,1,chandler,1
Belgrade,Beograd,Serbia,44.80401,20.46513,1456,30000,1,chandler,1
Rome,,Italy,41.89474,12.4839,1458,33500,1,chandler,1
Genova,Genoa,Italy,44.40565,8.946256,1460,78000,1,chandler,1
Stockholm,,Sweden,59.33258,18.0649,1461,6000,1,chandler,1
Trabzon,Trebizond,Turkey,41.00145,39.717806,1461,40000,3,chandler,1
Barcelona,,Spain,41.38879,2.15899,1463,35000,1,chandler,1
Kano,,Nigeria,12.00012,8.51672,1463,50000,1,chandler,1
Mainz,,Germany,49.98419,8.2791,1463,7000,1,chandler,1
Mantova,Mantua,Italy,45.156417,10.791375,1463,26407,1,chandler,1
Brunn,Brno,Austria,49.2,16.6167,1466,15000,2,chandler,1
Gent,Ghent,Belgium,51.053469,3.730378,1467,80000,1,chandler,1
Kyoto,,Japan,35.02107,135.75385,1467,150000,1,chandler,1
Liege, Li�ge ,Belgium,50.63373,5.56749,1467,30000,1,chandler,1
Paris,,France,48.856614,2.352222,1467,174000,1,chandler,1
Mandu,Mandavgad,India,22.36667,75.38333,1468,87000,2,chandler,1
Dieppe,,France,49.922992,1.077483,1470,18000,1,chandler,1
Dijon,,France,47.31667,5.01667,1470,21000,1,chandler,1
Florence,Firenze,Italy,43.771033,11.248,1470,54000,1,chandler,1
Lille,,France,50.628442,3.054975,1470,15000,1,chandler,1
Nicosia,,Cyprus,35.16667,33.36667,1470,18000,1,chandler,1
Texcoco,Tezcoco,Mexico,19.504422,-98.891425,1470,80000,2,chandler,1
Trier,Treves,Germany,49.75565,6.63935,1470,10413,1,chandler,1
Wroclaw,Breslau,Germany,51.116667,17.033333,1470,21000,3,chandler,1
Augsberg,Ausburg,Germany,48.371444,10.898239,1471,32000,1,chandler,1
Binh Dinh,Vijaya,Vietnam,14.166256,108.902683,1471,40000,2,chandler,1
Fukuoka,Hakata,Japan,33.591389,130.414722,1471,50000,2,chandler,1
Novgorod,,Russian Federation,58.525569,31.274192,1471,60000,1,chandler,1
Turpan,"Turfan, Tulufan",China,42.93333,89.16667,1473,60000,1,chandler,1
Verona,,Italy,45.43419,10.99779,1473,30000,1,chandler,1
Esfahan,Isfahan,Iran,32.651389,51.679192,1474,50000,1,chandler,1
Gelibolu,Gallipoli,Turkey,40.333333,26.499992,1474,5000,1,chandler,1
Shkoder,"Shkodra, Scutari",Albania,42.0743,19.527661,1474,15000,1,chandler,1
Feodosia,"Kaffa, Theodosia, Feodosiya, Caffa",Russian Federation,45.048889,35.379167,1475,40000,2,chandler,1
Geneva,Gen�ve ,Switzerland,46.198392,6.142297,1475,11000,1,chandler,1
Grenoble,,France,45.16667,5.71667,1475,10000,1,chandler,1
Shiraz,,Iran,29.61031,52.53114,1475,80000,1,chandler,1
Granada,,Spain,37.177336,-3.598558,1476,200000,1,chandler,1
Taiyuan,,China,37.87059,112.548879,1476,51652,1,chandler,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1477,98000,1,chandler,1
Montpellier,,France,43.61092,3.87723,1477,13560,1,chandler,1
Strasbourg,Strassburg,France,48.58342,7.74296,1477,20722,1,chandler,1
Valenciennes,,France,50.35,3.53333,1477,19000,1,chandler,1
Palermo,,Italy,38.115689,13.361267,1479,30000,1,chandler,1
Dieppe,,France,49.922992,1.077483,1480,18000,1,chandler,1
Montpellier,,France,43.61092,3.87723,1480,13560,1,chandler,1
Pavia,,Italy,45.18446,9.16145,1480,17000,1,chandler,1
Utrecht,,Netherlands,52.09083,5.12222,1480,12000,1,chandler,1
Reims,Rheims,France,49.25,4.03333,1482,12000,1,chandler,1
Smolensk,,Russian Federation,54.7818,32.0401,1482,50000,1,chandler,1
Iraklion,"Irakleion, Candia. Heraklion",Greece,35.338736,25.144214,1483,11474,1,chandler,1
Orleans,Orl�ans,France,47.902964,1.90925,1484,27000,1,chandler,1
Frankfurt am Main,,Germany,50.110922,8.682128,1486,18000,1,chandler,1
Speyer,Spires,Germany,49.320478,8.436217,1486,13000,2,chandler,1
Srinagar,,India,34.08842,74.80298,1486,42000,1,chandler,1
Worms,,Germany,49.63278,8.35916,1486,7000,1,chandler,1
Ahmedabad,Asawal,India,23.039568,72.566004,1487,60000,1,chandler,1
Bourges,,France,47.08333,2.4,1487,32350,1,chandler,1
Bursa,Brusa,Turkey,40.19266,29.08403,1487,42000,1,chandler,1
Hamburg,,Germany,53.57532,10.01534,1487,22000,1,chandler,1
Malaga,,Spain,36.721261,-4.421267,1487,30000,1,chandler,1
Riobamba,,Ecuador,-1.67083,-78.64861,1487,60000,1,chandler,1
Jerusalem,,Israel,31.76904,35.21633,1488,4000,1,chandler,1
Almeria,Almer�a ,Spain,36.83814,-2.45974,1489,25000,1,chandler,1
Dresden,,Germany,51.05089,13.73832,1489,4800,1,chandler,1
Granada,,Spain,37.177336,-3.598558,1491,200000,1,chandler,1
Mantova,Mantua,Italy,45.156417,10.791375,1491,23185,1,chandler,1
Suzhou,Soochow,China,31.3,120.6,1491,112000,1,chandler,1
Verona,,Italy,45.43419,10.99779,1491,38500,1,chandler,1
Ypres,Leper,Belgium,50.849997,2.883339,1491,7390,1,chandler,1
Barcelona,,Spain,41.38879,2.15899,1492,28500,1,chandler,1
Beijing,Peking,China,39.9075,116.39723,1492,669033,1,chandler,1
Bhimavaram,Bhimavarman,India,16.54541,81.531578,1492,60000,1,chandler,1
Milan,,Italy,45.465453,9.198786,1492,83000,1,chandler,1
Brescia,,Italy,45.52478,10.22727,1493,37000,1,chandler,1
Amsterdam,,Netherlands,52.37403,4.88969,1494,10000,1,chandler,1
Bremen,,Germany,53.07516,8.80777,1494,18000,1,chandler,1
Granada,,Spain,37.177336,-3.598558,1494,70000,1,chandler,1
Zaragoza,,Spain,41.648792,-0.889581,1495,19840,1,chandler,1
Antwerp,Antwerpen ,Belgium,51.219217,4.402883,1496,36000,1,chandler,1
Bologna,,Italy,44.49381,11.33875,1496,55000,1,chandler,1
Brussel,Brussels,Belgium,50.85045,4.34878,1496,31000,1,chandler,1
Gauda,"Lakhnauti, Gaur",India,24.866667,88.133333,1496,210000,2,chandler,1
Louveigne,"Louvain, Louveign� ",Belgium,50.877572,4.704328,1496,18000,2,chandler,1
Rotterdam,,Netherlands,51.9225,4.47917,1496,5000,1,chandler,1
s'Hertogenbosch,Bois-le-Duc,Netherlands,51.697819,5.303667,1496,19000,1,chandler,1
Cuttack,,India,20.46497,85.87927,1497,144000,1,chandler,1
Samarkand,Sumarqand,Uzbekistan,39.6576,66.947561,1497,60000,1,chandler,1
Augsberg,Ausburg,Germany,48.371444,10.898239,1498,34000,1,chandler,1
Erfurt,,Germany,50.9787,11.03283,1498,18680,1,chandler,1
Kamtapur,Kamatapur,India,26.158333,89.370833,1498,40000,2,chandler,1
Ahmednagar,,India,19.095208,74.749592,1499,60000,1,chandler,1
Hannover,,Germany,52.37052,9.73322,1499,13500,1,chandler,1
Aachen,Aix-la-Chapelle,Germany,50.77664,6.08342,1500,18000,1,chandler,1
Ahmedabad,Asawal,India,23.039568,72.566004,1500,100000,1,chandler,1
Ahmednagar,,India,19.095208,74.749592,1500,60000,1,chandler,1
Aleppo,,Syria,36.216667,37.166667,1500,67000,1,chandler,1
Alexandria,,Egypt,31.200092,29.918739,1500,35000,1,chandler,1
Algiers,,Algiers,36.7525,3.04197,1500,20000,1,chandler,1
Amber,Amer,India,26.985847,75.888251,1500,50000,3,chandler,1
Amiens,,France,49.892,2.299,1500,20000,1,chandler,1
Anantpur,"Penugonda, Penukonda ",India,14.08339,77.59588,1500,40000,3,chandler,1
Antwerp,Antwerpen ,Belgium,51.219217,4.402883,1500,37000,1,chandler,1
Arakan,Rakhine,Myanmar,19.810092,93.987842,1500,50000,1,chandler,1
Arras,,France,50.291,2.777533,1500,12000,1,chandler,1
Athens,,Greece,37.97945,23.71622,1500,35000,1,chandler,1
Augsberg,Ausburg,Germany,48.371444,10.898239,1500,34000,1,chandler,1
Axum,,Ethiopia,14.131781,38.714081,1500,33000,1,chandler,1
Ayutthaya,Ayutia,Thailand,14.35,100.55,1500,125000,2,chandler,1
Azemmour,Azammour,Morocco,33.287778,-8.342222,1500,24000,1,chandler,1
Bakhchiserai,,Ukraine,44.755286,33.867233,1500,25000,1,chandler,1
Bandar Seri Begawan,,Brunei,4.890283,114.942217,1500,40000,3,chandler,1
Barcelona,,Spain,41.38879,2.15899,1500,29000,1,chandler,1
Beijing,Peking,China,39.9075,116.39723,1500,672000,1,chandler,1
Bejaia,"Bougie, B�ja�a",Algeria,36.75,5.066667,1500,40000,2,chandler,1
Belgrade,Beograd,Serbia,44.80401,20.46513,1500,30000,1,chandler,1
Bijapur,,India,16.82442,75.71537,1500,40000,1,chandler,1
Bogota,"Bacata, Funza, Bogot�",Columbia,4.598056,-74.075833,1500,20000,1,chandler,1
Bologna,,Italy,44.49381,11.33875,1500,55000,1,chandler,1
Bordeaux,,France,44.84044,-0.5805,1500,20000,1,chandler,1
Bourges,,France,47.08333,2.4,1500,32000,1,chandler,1
Bratislava,"Pozsony, Pressburg",Slovakia,48.145892,17.107136,1500,9000,2,chandler,1
Brescia,,Italy,45.52478,10.22727,1500,40000,1,chandler,1
Brugge,Bruges,Belgium,51.210819,3.224936,1500,60000,1,chandler,1
Brussel,Brussels,Belgium,50.85045,4.34878,1500,31000,1,chandler,1
Budapest,,Hungary,47.49801,19.03991,1500,23000,1,chandler,1
Bukhara,Bokhara,Uzbekistan,39.765869,64.422347,1500,50000,1,chandler,1
Bursa,Brusa,Turkey,40.19266,29.08403,1500,45000,1,chandler,1
Caen,,France,49.18585,-0.35912,1500,25000,1,chandler,1
Cairo,"Fostat, Fustat",Egypt,30.06263,31.24967,1500,400000,1,chandler,1
Calicut,,India,11.258753,75.78041,1500,42000,3,chandler,1
Cambay,,India,22.313114,72.619408,1500,65000,3,chandler,1
Chanderi,,India,24.71514,78.1376,1500,70000,2,chandler,1
Chengdu,,China,30.66667,104.06667,1500,85000,1,chandler,1
Chiang Mai,Chiengmai,Thailand,18.790978,98.960775,1500,45000,1,chandler,1
Chittoor,,India,13.217176,79.100329,1500,50000,2,chandler,1
Cholula,,Mexico,19.06333,-98.306389,1500,36000,1,chandler,1
Cochin,,India,9.93988,76.26022,1500,33000,1,chandler,1
Cologne,"Koln, Coln",Germany,50.937531,6.960278,1500,38000,1,chandler,1
Constantine,,Algeria,36.365,6.61472,1500,40000,1,chandler,1
Cordoba,"Cordova, C�rdoba",Spain,38.046133,-4.893564,1500,30000,2,chandler,1
Cuttack,,India,20.46497,85.87927,1500,140000,1,chandler,1
Cuzco,,Peru,-13.525,-71.972222,1500,50000,1,chandler,1
Damascus,,Syria,33.5102,36.29128,1500,60000,1,chandler,1
Delhi,,India,28.65381,77.22897,1500,80000,1,chandler,1
Dienne,"Guinea, Jenne",Senegal,15.033366,-16.350122,1500,20000,3,chandler,1
Dieppe,,France,49.922992,1.077483,1500,20000,1,chandler,1
Dijon,,France,47.31667,5.01667,1500,24000,1,chandler,1
Dongola,"Pachoras, Mukarra",Sudan,19.16667,30.48333,1500,20000,1,chandler,1
Edinburgh,,United Kingdom,55.95206,-3.19648,1500,22000,1,chandler,1
Edirne,Adrianople,Turkey,41.681808,26.562269,1500,127000,1,chandler,1
Esfahan,Isfahan,Iran,32.651389,51.679192,1500,45000,1,chandler,1
Evora, �vora ,Portugal,38.56667,-7.9,1500,18000,1,chandler,1
Feodosia,"Kaffa, Theodosia, Feodosiya, Caffa",Russian Federation,45.048889,35.379167,1500,35000,2,chandler,1
Ferrara,,Italy,44.82678,11.62071,1500,38000,1,chandler,1
Fez,Fes,Morocco,34.033333,-5.01,1500,130000,1,chandler,1
Florence,Firenze,Italy,43.771033,11.248,1500,70000,1,chandler,1
Frankfurt am Main,,Germany,50.110922,8.682128,1500,15000,1,chandler,1
Fukuoka,Hakata,Japan,33.591389,130.414722,1500,30000,2,chandler,1
Fuzhou,"Fuchow, Hokchiu, Fujian province",China,26.076111,119.306389,1500,83000,1,chandler,1
Gao,"Kagho, Kukia, Gogo",Mali,16.27167,-0.04472,1500,60000,2,chandler,1
Gauda,"Lakhnauti, Gaur",India,24.866667,88.133333,1500,200000,2,chandler,1
Gdansk,Danzig,Poland,54.352025,18.64663,1500,30000,2,chandler,1
Genova,Genoa,Italy,44.40565,8.946256,1500,62000,1,chandler,1
Gent,Ghent,Belgium,51.053469,3.730378,1500,80000,1,chandler,1
Goa,,India,15.299333,74.124,1500,40000,1,chandler,1
Granada,,Spain,37.177336,-3.598558,1500,70000,1,chandler,1
Gresik,"Grisee, Java",Indonesia,-7.15389,112.65611,1500,30000,3,chandler,1
Guangzhou,Canton,China,23.11667,113.25,1500,150000,1,chandler,1
Guatemala City,Iximche,Guatemala,14.64072,-90.51327,1500,30000,1,chandler,1
Gumarcaj,"Gumarcaah, Utatlan, Gumarkaaj, Gumarcaj, Cumarcaj, Kumarcaaj, Q'umarkaj",Guatemala,14.7667,-91.2667,1500,40000,2,chandler,1
Hamburg,,Germany,53.57532,10.01534,1500,22000,1,chandler,1
Hangzhou,Hangchow,China,30.25,120.166667,1500,250000,2,chandler,1
Herat,,Afghanistan,34.34817,62.19967,1500,40000,1,chandler,1
Hormuz,Ormuz,Iran,27.1,56.45,1500,50000,1,chandler,1
Hyderabad,,India,17.38405,78.45636,1500,25000,1,chandler,1
Inwa,Ava,Myanmar,21.857353,95.981936,1500,60000,1,chandler,1
Istanbul,"Constantinople, Byzantium",Turkey,41.005275,28.976944,1500,200000,1,chandler,1
Jaen,Ja�n ,Spain,37.76922,-3.79028,1500,19000,1,chandler,1
Jaunpur,,India,25.75506,82.68361,1500,50000,1,chandler,1
Jerez de la Frontera,Xerez,Spain,36.6936,-6.132431,1500,21000,1,chandler,1
Jodhpur,,India,26.26841,73.00594,1500,40000,1,chandler,1
Kabul,,Afghanistan,34.52813,69.17233,1500,25000,1,chandler,1
Kagoshima,,Japan,31.5966,130.557183,1500,25000,1,chandler,1
Kaifeng,"Bienliang, Pienliang",China,34.7986,114.30742,1500,80000,1,chandler,1
Kano,,Nigeria,12.00012,8.51672,1500,50000,1,chandler,1
Kashi,Kashgar,China,39.4704,75.989756,1500,30000,1,chandler,1
Kilwa,,Tanzania,-9.149644,38.987675,1500,30000,2,chandler,1
Krakow,Cracow,Poland,50.06143,19.93658,1500,22000,1,chandler,1
Kunming,Yunnanfu,China,25.03889,102.71833,1500,50000,1,chandler,1
Kyoto,,Japan,35.02107,135.75385,1500,40000,1,chandler,1
Liege, Li�ge ,Belgium,50.63373,5.56749,1500,25000,1,chandler,1
Lille,,France,50.628442,3.054975,1500,25000,1,chandler,1
Lisbon,,Portugal,38.71667,-9.13333,1500,55000,1,chandler,1
London,,United Kingdom,51.511214,-0.119825,1500,50000,1,chandler,1
Luang Prabang,,Lao People's Democratic Republic,19.884111,102.141633,1500,40000,1,chandler,1
Lubeck,L�beck ,Germany,53.865886,10.687097,1500,29000,1,chandler,1
Lucca,,Italy,43.84357,10.50585,1500,23000,1,chandler,1
Lyon,,France,45.74846,4.84671,1500,40000,1,chandler,1
M'banza-Congo,"M'banza-Kongo, Sao Salvador",Angola,-6.267778,14.248056,1500,40000,2,chandler,1
